,"recette","Burger d'agneau et patates douces","# ÉTAPE 1 :
* Enlever le maximum de gras de la viande et la passer au hachoir.
* Éplucher l'ail et les oignons nouveaux.
* Hacher les oignons, le persil, la coriandre et l'ail.
* Incorporer à la viande avec les différentes épices, le sel et le poivre.
* Couper le poivron mariné en petits dés et l'incorporer au mélange précédent.
* Former des steaks.

# ÉTAPE 2 :
* Éplucher la patate douce et la couper en frites.
* Dans une poêle, chauffer de l'huile de pépins de raisins et faire cuire les frites de patates douces. Assaisonner.

# ÉTAPE 3 :
* Préparer la sauce en mélangeant les différents ingrédients:
  * 1 c à s d'huile d'olive
  * Sel
  * Poivre
  * 1 gousse d'ail
  * Le jus d'1/2 citron
  * Menthe ciselée
  * Le zeste d'1 citron
  *1 yaourt bulgare


# ÉTAPE 4 :
* Dans une autre poêle, cuire pendant 5 minutes de chaque côté les steaks d'agneau.
* Pendant ce temps, réchauffer les pains emballés dans du papier aluminium pendant quelques minutes dans un four à 90°.

# ÉTAPE 5 :
* Monter les burgers. Garnir le fond d'un peu de salade, déposer un steak, une tomate séchée, un peu de sauce, et servir avec quelques frites de patate douce.","4","45min","[  { ""M"" : {      ""nom"" : { ""S"" : ""curcuma"" },      ""qty"" : { ""S"" : ""2 c à c"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""cumin"" },      ""qty"" : { ""S"" : ""2 c à c"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""coriandre moulue"" },      ""qty"" : { ""S"" : ""2 c à c"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""moutarde à l'ancienne"" },      ""qty"" : { ""S"" : ""1 c à c"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""patates douces"" },      ""qty"" : { ""S"" : ""400g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile de pépin de raisin"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""curry"" },      ""qty"" : { ""S"" : ""2 c à c"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pain hamburger"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""ail"" },      ""qty"" : { ""S"" : ""2 gousses"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""spring onions"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""salade"" },      ""qty"" : { ""S"" : ""batavia ou roquette"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivron mariné"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""coriandre"" },      ""qty"" : { ""S"" : ""1 botte"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""persil"" },      ""qty"" : { ""S"" : ""1 botte"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""agneau"" },      ""qty"" : { ""S"" : ""600g épaule agneau désossée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""1 cuillère à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""citron"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""menthe"" },      ""qty"" : { ""S"" : ""quelques feuilles"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""yaourt grec"" },      ""qty"" : { ""S"" : ""1"" }    }  }]"

,"recette","Ramen au poulet","https://www.cuisineaz.com/recettes/ramen-au-poulet-105611.aspx","4","40",

,"recette","Pate brisée","* faire fondre le beurre
*  mélanger farine, eau, beurre et sel
* faire reposer 2h au frigo
* diviser en 7 boules
","7","120min","[  { ""M"" : {      ""nom"" : { ""S"" : ""farine"" },      ""qty"" : { ""S"" : ""1kg"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""eau"" },      ""qty"" : { ""S"" : ""500ml"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""beurre"" },      ""qty"" : { ""S"" : ""500g"" }    }  }]"

,"recette","Gauffres","Préparer levure

Fondre le beurre

Mélanger et laisser monter","4","60","[  { ""M"" : {      ""nom"" : { ""S"" : ""Farine"" },      ""qty"" : { ""S"" : ""500g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Oeufs"" },      ""qty"" : { ""S"" : ""5"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Sucre vanillé"" },      ""qty"" : { ""S"" : ""1 sachet"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Lait"" },      ""qty"" : { ""S"" : ""650ml"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Carré de levure"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Beurre"" },      ""qty"" : { ""S"" : ""200g"" }    }  }]"

,"recette","Sauce BBQ maison","* Pelez et émincez l'oignon et l'ail. Faites-les revenir dans l'huile d'olive.
* Lorsqu'ils sont bien fondants, ajoutez le reste des ingrédients 
*  laissez cuire à feu doux pendant 1h en remuant de temps en temps.

","4","70","[  { ""M"" : {      ""nom"" : { ""S"" : ""oignon"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""ail"" },      ""qty"" : { ""S"" : ""1 gousse"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""ketchup"" },      ""qty"" : { ""S"" : ""20cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""worcestershire sauce"" },      ""qty"" : { ""S"" : ""50g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""cassonade"" },      ""qty"" : { ""S"" : ""100g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""miel"" },      ""qty"" : { ""S"" : ""100g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""paprika"" },      ""qty"" : { ""S"" : ""3 cuillères à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""piment de cayenne"" },      ""qty"" : { ""S"" : ""1 cuillère à café"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""1 cuillère à soupe"" }    }  }]"

,"recette","Houmous","* vider le jus des pois chiches
* mixer les pois chiches
* ajouter du lait pour rendre plus onctueux
* ajouter herbes aromatique hachées, sel, poivre
* mettre dans un bol et décorer d'huile d'olive et de paprika
","6","15mn","[  { ""M"" : {      ""nom"" : { ""S"" : ""pois chiche"" },      ""qty"" : { ""S"" : ""1 boite"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""citron"" },      ""qty"" : { ""S"" : ""1 "" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""lait"" },      ""qty"" : { ""S"" : ""1 verre"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""herbes aromatiques"" },      ""qty"" : { ""S"" : ""coriandre, ciboulette ou persil"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""ail"" },      ""qty"" : { ""S"" : ""1 éclat"" }    }  }]"

,"recette","curry d'agneau","1. Mélanger les épices dans un bol.
2. Couper la viande en morceaux et la faire revenir quelques minutes dans de l'huile. La réserver.
3. Faire revenir 3 min à petit feu l'oignon émincé et la pomme épluchée et finement hachée.
4. Ajouter les tomates en petits morceaux pelées et épépinées.
Rajouter le bol d'épices, le bol de lait et la viande. Saler. 
5. Laisser mijoter 45 min à petit feu.
6. Servir avec du riz.


source https://www.marmiton.org/recettes/recette_curry-d-agneau-facile_14030.aspx","4","60mn","[  { ""M"" : {      ""nom"" : { ""S"" : ""agneau"" },      ""qty"" : { ""S"" : ""1 épaule d'agneau"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""tomates"" },      ""qty"" : { ""S"" : ""2"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Oignons"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pomme "" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""lait"" },      ""qty"" : { ""S"" : ""1 bol"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""curry"" },      ""qty"" : { ""S"" : ""1 cuillère à soupe "" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Gingembre en poudre"" },      ""qty"" : { ""S"" : ""1 cuillère à café"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Safran"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"

,"recette","Dos de cabillaud et son crumble de chorizo au parmesan","1. Préchauffer le four à 200°C (thermostat 6-7).
2.Mixer le chorizo.
3.Dans un saladier, mélanger le chorizo avec le parmesan et la chapelure. Ajouter le beurre ramolli et mélanger du bout des doigts.
4.Déposer les dos de cabillaud dans un plat allant au four et couvrir de crumble au chorizo.
5.Enfourner 15 minutes.","4","45","[  { ""M"" : {      ""nom"" : { ""S"" : ""cabillaud"" },      ""qty"" : { ""S"" : ""dos 600g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""chorizo"" },      ""qty"" : { ""S"" : ""1 moitié"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""beurre"" },      ""qty"" : { ""S"" : ""15g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""chapelure"" },      ""qty"" : { ""S"" : ""2 à 3 tranches de pain"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""parmesan"" },      ""qty"" : { ""S"" : ""2 cuillères à soupe"" }    }  }]"

,"recette","Effiloché de porc","* Préchauffez le four ou le barbecue à 160°C (th. 5-6)
* Préparez la sauce barbecue : mélangez tous les ingrédients.
* Faites chauffer votre huile dans la cocotte et colorer la viande sur toutes ses faces. 
* Epluchez et émincez les oignons. Ajoutez-les à la cocotte. Mélangez.
* Ajoutez de sauce barbecue, versez 2 verres d’eau et couvrez.

* Enfournez pour 3 h de cuisson en retournant la viande à mi-cuisson.

* Sortez la cocotte du four, effilochez la viande à l’aide d’une fourchette et mélangez-la bien à la sauce barbecue. 

* Servez avec des frites maison ou des pommes de terre cuites au barbecue.",,,"[  { ""M"" : {      ""nom"" : { ""S"" : ""échine de porc"" },      ""qty"" : { ""S"" : ""1.8kg"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""oignons rouges"" },      ""qty"" : { ""S"" : ""2"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Huile de tournesol"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Sel et Poivre"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Ketchup"" },      ""qty"" : { ""S"" : """" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""paprika"" },      ""qty"" : { ""S"" : ""1 cuil. à café"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""moutarde"" },      ""qty"" : { ""S"" : ""1 cuil. à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""vinaigre de vin"" },      ""qty"" : { ""S"" : ""5cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sauce Worcestershire"" },      ""qty"" : { ""S"" : ""10cl"" }    }  }]"

,"recette","Rôti de porc au miel et aux pommes","1. Mettre le rôti dans un plat (type pyrex ou porcelaine à feu),
l'enduire de miel, le saler et le poivrer.
2. Laver les pommes et les couper en quartier. Conserver la peau. Les dresser autour du roti.
3. Emincer finement l'échalote et la parsemer tout autour du rôti.
4. Ajouter la poignée de raisins secs et saupoudrer de cannelle.
5. Mouiller avec 15cl d'eau et enfourner à thermostat 7(210degres pendant une heure et quart.
6.Servir bien chaud, accompagné des pommes et de la sauce aux raisins.","4","75mn","[  { ""M"" : {      ""nom"" : { ""S"" : ""roti de  porc"" },      ""qty"" : { ""S"" : ""1kg"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pommes"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""miel"" },      ""qty"" : { ""S"" : ""2 cuillères à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""échalottes"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""raisins secs"" },      ""qty"" : { ""S"" : ""1 poignée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""canelle"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"

,"recette","Truite au four","* Préchauffez votre four à 150 °C. Ciselez finement les oignons nouveaux et le persil.
* Dans un grand plat allant au four, déposez les rondelles d'oignons nouveaux, et versez le vin blanc
* Déposez les citrons coupés en fines lamelles autour et sur la truite. Salez, poivrez.
* Enfournez pour 30 min. Au bout de 15 min de cuisson, retournez la truite pour qu'elle cuise aussi sur l'autre face
* Servez bien chaud avec un riz parfumé et le même vin blanc que celui qui a servi pour la cuisson.
<i> source  https://www.cuisineactuelle.fr/recettes/truite-au-four-242663#</i>
","4","40","[  { ""M"" : {      ""nom"" : { ""S"" : ""truite"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Oignons"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""persil"" },      ""qty"" : { ""S"" : ""1 bouquet"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""citron"" },      ""qty"" : { ""S"" : ""2"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""1 cuillère"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""vin blanc"" },      ""qty"" : { ""S"" : ""10cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"

,"recette","Lotte et sa sauce inratable","# Pour la sauce inratable :
* Mettre 10g de beurre dans une petite cocote, dès que le beurre commence à fondre ajouter des échalotes finement hachées,
et faire revenir le tout pendant 3-4 minutes.
*  Ajouter 1 bouillon de cube de poisson, mijoter les ingrédients ajoutés pendant 3-4 minutes. 
* Verser 12 cl de vin blanc et laisser évaporer pendant 4-5 minutes. 
* Ajouter la crème fraîche jusqu’à avoir une consistance nappante.

# Cuisson 
* Préchauffer une cocotte et verser 1 filet de l’huile d’olive. 
* Faire saler les petits pavés de lotte et poser les dans la cocote bien chaude. 
* Faire dorer à feu un peu vif les pavés de lotte pendant 1 minute de chaque côté.

* Verser la sauce dans la cocotte avec les pavés. 

* Couvrir la cocote avec un couvercle et la sortir du feu.
Laisser se terminer la cuisson avec l’inertie de la chaleur.


source
https://www.pavillonfrance.fr/recettes-astuces-du-large/recettes-du-large/lotte-sa-sauce-inratable",,,"[  { ""M"" : {      ""nom"" : { ""S"" : ""echalottes"" },      ""qty"" : { ""S"" : ""2"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""vin blanc sec"" },      ""qty"" : { ""S"" : ""12cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""crème fraiche"" },      ""qty"" : { ""S"" : ""10cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""bouillon de poisson"" },      ""qty"" : { ""S"" : ""1/2 cube"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""lotte"" },      ""qty"" : { ""S"" : ""600 à 800g de filet"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""huile d'olive"" },      ""qty"" : { ""S"" : ""1 cuillère à soupe"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""beurre"" },      ""qty"" : { ""S"" : ""15g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  }]"

,"recette","Dinde au maroille","* éplucher les pommes de terre pour les cuire à l'eau/vapeur
* couper des tranches de maroille et les disposer dans les escalopes pour faire des boudins
* paner les escalopes de dinde avec l'oeuf et la chapelure
* nettoyer les endives  et l'oignon
* Emincer l'oignon

# Cuisson
* Cuire la dinde à la poele
* Braiser les endives (oignon/cassonade/ail)

","4","60min","[  { ""M"" : {      ""nom"" : { ""S"" : ""dinde"" },      ""qty"" : { ""S"" : ""400g"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""sel"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""poivre"" },      ""qty"" : { ""S"" : ""1 pincée"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""endives"" },      ""qty"" : { ""S"" : ""4"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""maroille"" },      ""qty"" : { ""S"" : ""1 demi bien fait"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""crème fraîche"" },      ""qty"" : { ""S"" : ""20cl"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""Oignons"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""cassonade"" },      ""qty"" : { ""S"" : ""1 cuillère"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""oeufs"" },      ""qty"" : { ""S"" : ""1"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""chapelure"" },      ""qty"" : { ""S"" : ""4 à 5 tranches de pain"" }    }  },  { ""M"" : {      ""nom"" : { ""S"" : ""pommes de terre"" },      ""qty"" : { ""S"" : ""8"" }    }  }]"

,"recette","Salade Quinoa","* 100g de quinoa
* 1/2 courgette de taille moyenne (ou plus…ou moins selon vos goûts…)
* 2 poignées de tomates cerise bien mûres (ou plus…ou moins selon vos goûts…)
* 1/3 de poivron (ou plus…ou moins selon vos goûts…)
* 80g de feta (ou plus…ou moins selon vos goûts…)
* 1 cuil. à s. d’olives noires ou violette
* Aromates : au moins 2 belles cuillères à café d’Assaisonnement spécial Salades de La Cuisine des Epices
* Une belle échalote ciselée
* vinaigrette : moutarde, vinaigre de vin, huile classique

* Faire cuire votre quinoa (préalablement rincé) comme vous avez l’habitude. Le faire égoutter tranquillement.
* Couper en petits cubes les ingrédients 
* Assaisonnez votre salade à votre convenance. ","4","30",

